p_t,ce,fl,gfl_tau0.3,gfl_q_tau0.3,gfl_tau1.0,gfl_q_tau1.0,gfl_tau2.0,gfl_q_tau2.0,gfl_tau5.0,gfl_q_tau5.0
0.9998666048049927,0.00015383381105493754,8.210989180246209e-12,8.210989180246209e-12,8.212495787585095e-12,8.210989180246209e-12,8.212495787585095e-12,8.210989180246209e-12,8.212495787585095e-12,8.21098831288447e-12,8.212494920223357e-12
0.9761741161346436,0.030392726883292198,5.134478851687163e-05,5.133024023962207e-05,5.07553995703347e-05,5.129632700118236e-05,5.0721835577860475e-05,5.1247938245069236e-05,5.0673937948886305e-05,5.1103248551953584e-05,5.053069980931468e-05
0.8480789065361023,0.18593387305736542,0.01218634657561779,0.012048632837831974,0.011152022518217564,0.011737342923879623,0.010861610993742943,0.0113156633451581,0.010468285530805588,0.010193226858973503,0.00942177139222622
0.9517539739608765,0.06257259845733643,0.0004298048443160951,0.0004293067322578281,0.0004195001965854317,0.0004281483415979892,0.0004183656128589064,0.0004265025781933218,0.0004167536972090602,0.00042162867612205446,0.0004119801160413772
0.8003208637237549,0.2094666212797165,0.02326411008834839,0.02281494066119194,0.020544959232211113,0.021822236478328705,0.019641349092125893,0.020525962114334106,0.018461929634213448,0.01733039878308773,0.015557275153696537
0.9826372265815735,0.020933959633111954,1.8822493075276725e-05,1.8819655451807193e-05,1.8666425603441894e-05,1.8813048882293515e-05,1.8659866327652708e-05,1.8803615603246726e-05,1.8650502170203254e-05,1.877536124084145e-05,1.862245517258998e-05
0.9988996982574463,0.0014298440655693412,5.190839313939932e-09,5.1908357612262535e-09,5.187929197347785e-09,5.190828655798896e-09,5.187922536009637e-09,5.1908179976578595e-09,5.187911433779391e-09,5.19078646732396e-09,5.187880347534701e-09
0.9827120304107666,0.020839229226112366,1.8576585716800764e-05,1.857381357694976e-05,1.842319943534676e-05,1.8567347069620155e-05,1.841678204073105e-05,1.855811569839716e-05,1.8407617972115986e-05,1.8530467059463263e-05,1.8380173059995286e-05
0.9997610449790955,0.00026015922776423395,4.456164603983126e-11,4.456164603983126e-11,4.455212934684205e-11,4.456164603983126e-11,4.45521258773951e-11,4.4561639100937356e-11,4.4552118938501195e-11,4.45616286925965e-11,4.455210506071339e-11
0.9992159605026245,0.0009761537658050656,1.7994953305233707e-09,1.799494664389556e-09,1.7987507039407546e-09,1.7994935541665313e-09,1.79874959371773e-09,1.799491777809692e-09,1.7987477063385882e-09,1.7994862266945688e-09,1.7987419331788601e-09
0.16194869577884674,1.143332839012146,1.3679802417755127,1.048696517944336,0.4033495783805847,0.66666579246521,0.24210870265960693,0.43164128065109253,0.14860793948173523,0.20573951303958893,0.06545794010162354
0.7606365084648132,0.251038521528244,0.03939365595579147,0.03831249475479126,0.03367413580417633,0.03597703203558922,0.03159394860267639,0.033036693930625916,0.02897702530026436,0.026292230933904648,0.022984547540545464
0.9997881054878235,0.0002442708646412939,3.290196240457455e-11,3.290196240457455e-11,3.2900893814913346e-11,3.2901958935127595e-11,3.2900893814913346e-11,3.290195199623369e-11,3.2900890345466394e-11,3.290194852678674e-11,3.290088340657249e-11
0.9447923302650452,0.07186601310968399,0.000644796818960458,0.0006438191630877554,0.0006269542500376701,0.0006415476091206074,0.0006247363053262234,0.0006383261643350124,0.0006215908215381205,0.0006288229487836361,0.0006123119965195656
0.6424309611320496,0.3786258399486542,0.12538199126720428,0.11801208555698395,0.09559554606676102,0.10343189537525177,0.08352460712194443,0.0873667523264885,0.0702614039182663,0.05817475542426109,0.04629714787006378
0.75693678855896,0.25561073422431946,0.04129379242658615,0.04012645035982132,0.03518632426857948,0.037610650062561035,0.03295019268989563,0.03445480391383171,0.030147437006235123,0.0272664874792099,0.02377467043697834
0.9999068975448608,0.00010064999514725059,2.6170786458085127e-12,2.6170786458085127e-12,2.616464987378886e-12,2.6170786458085127e-12,2.616464987378886e-12,2.6170786458085127e-12,2.616464987378886e-12,2.6170786458085127e-12,2.616464987378886e-12
0.9981495141983032,0.0020667428616434336,2.121852560321713e-08,2.1218488299723504e-08,2.1199802802129852e-08,2.1218404810952052e-08,2.119971753700156e-08,2.1218284018686973e-08,2.119959852109332e-08,2.1217918089178056e-08,2.1199230815227565e-08
0.9991163611412048,0.0011153293307870626,2.6118238682926176e-09,2.611822758069593e-09,2.6107789263818404e-09,2.611820093534334e-09,2.6107764838911862e-09,2.61181676286526e-09,2.610773597311322e-09,2.6118065488134334e-09,2.6107631612148907e-09
0.9906384944915771,0.011307533830404282,2.96359280582692e-06,2.9634627480845666e-06,2.950482894448214e-06,2.9631601137225516e-06,2.9501818517019274e-06,2.9627281037392095e-06,2.9497509785869624e-06,2.961430936920806e-06,2.948459496110445e-06
